Newman et al. (2015, HESS) daily data for MICHIGAN RIVER NEAR CAMERON PASS, CO.
Source: PREC and TEMP [(TEMP_MIN+TEMP_MAX)/2]: DAYMET - PET: Priestly-Taylor
1.0000000    ! dt in "days" (all data in mm/day)
YYYY   MM   DD   HH      PREC      TEMP       PET     Q_OBS
1981   06   03   24      6.39      5.92      6.74     10.93
1981   06   04   24      0.00      5.93      7.56     12.14
1981   06   05   24      0.00      5.11      8.64     12.75
1981   06   06   24      0.51      7.71      8.99     13.96
1981   06   07   24      0.00      7.11      9.05     15.78
1981   06   08   24      0.00     10.25      9.25     13.96
1981   06   09   24      0.00     12.94      8.38     10.32
1981   06   10   24      0.00     10.05      9.46      9.71
1981   06   11   24      0.00      9.90      9.72      8.50
1981   06   12   24      0.00     10.17      9.73      7.29
1981   06   13   24      0.00     12.39      9.21      6.68
1981   06   14   24      0.00      4.38      8.53      4.98
1981   06   15   24      0.00      0.80      6.28      3.95
1981   06   16   24      0.00      2.61      8.03      3.46
1981   06   17   24      0.00      8.02      7.90      3.40
1981   06   18   24      0.00      5.96      8.66      3.10
1981   06   19   24      0.00      8.64      9.05      3.22
1981   06   20   24      0.00      8.73      9.38      3.76
1981   06   21   24      0.00     10.94      8.15      4.31
1981   06   22   24      0.00     13.50     10.37      4.31
1981   06   23   24      0.00     10.87      9.80      3.95
1981   06   24   24      0.00     11.54      9.93      3.95
1981   06   25   24      0.00     11.52      9.93      3.76
1981   06   26   24     11.58     11.44      7.54      3.82
1981   06   27   24     13.55     11.89      6.72      4.31
1981   06   28   24      4.55      7.45      3.24      5.34
1981   06   29   24      0.00      6.07      7.54      3.95
1981   06   30   24      0.00      9.66      9.39      3.28
1981   07   01   24      0.00     10.73      9.06      3.46
1981   07   02   24     19.59      9.48      3.59      4.92
1981   07   03   24     26.06      4.88      5.38      6.07
1981   07   04   24      0.00      8.77      8.27      6.01
1981   07   05   24      0.00      8.82      9.26      6.07
1981   07   06   24      0.00     11.45      9.66      5.10
1981   07   07   24      0.00     12.28      9.49      4.49
1981   07   08   24      0.00     10.39      8.31      4.37
1981   07   09   24     20.66      9.96      6.77      4.19
1981   07   10   24      0.00     11.69      7.02      3.76
1981   07   11   24      0.00     12.25      8.32      3.28
1981   07   12   24      8.55     12.17      6.79      3.28
1981   07   13   24      0.00      9.61      7.75      3.34
1981   07   14   24      0.00     12.70      8.13      3.10
1981   07   15   24      0.00      9.07      8.62      2.61
1981   07   16   24      0.00     10.05      8.05      2.37
1981   07   17   24      0.00      8.75      4.41      2.25
1981   07   18   24      6.02      6.10      6.25      2.06
1981   07   19   24      0.00      8.82      8.33      2.19
1981   07   20   24      0.00      9.34      8.91      1.88
1981   07   21   24      0.00     11.46      9.27      1.76
1981   07   22   24      0.00      9.35      8.78      1.64
1981   07   23   24      0.00     10.43      9.21      1.52
1981   07   24   24      7.40     10.73      6.63      1.58
1981   07   25   24      9.04      8.39      5.79      1.64
1981   07   26   24      9.99      9.38      5.34      1.94
1981   07   27   24      0.00      6.21      7.66      2.12
1981   07   28   24      0.00      6.80      8.33      1.82
1981   07   29   24      0.00      9.21      8.54      1.64
1981   07   30   24      0.00     10.47      8.37      1.58
1981   07   31   24      0.00     11.58      8.94      1.64
1981   08   01   24      0.00      9.68      7.98      1.46
1981   08   02   24      0.00     11.15      8.33      1.40
1981   08   03   24      0.00     10.42      8.50      1.34
1981   08   04   24      0.00     12.61      8.53      1.34
1981   08   05   24      0.00     11.25      8.74      1.21
1981   08   06   24      0.00     11.25      8.46      1.15
1981   08   07   24      0.00      8.54      7.67      1.21
1981   08   08   24      0.00      6.79      7.61      1.15
1981   08   09   24      3.72      9.53      4.30      1.34
1981   08   10   24      4.00      2.76      3.48      1.21
1981   08   11   24      5.86      4.68      4.98      1.21
1981   08   12   24      8.66      5.00      4.05      1.21
1981   08   13   24      0.00      4.51      5.00      1.27
1981   08   14   24      0.00      5.97      5.77      1.15
1981   08   15   24      0.00      6.03      5.21      1.64
1981   08   16   24      4.00      4.00      4.69      1.70
1981   08   17   24      0.00      5.28      6.84      1.46
1981   08   18   24      0.00      8.89      7.26      1.34
1981   08   19   24      0.00      6.87      6.93      1.21
1981   08   20   24      0.00      8.18      6.79      1.15
1981   08   21   24      0.00      9.71      6.46      1.03
1981   08   22   24      8.64      8.40      4.61      1.03
1981   08   23   24      0.00      5.43      5.66      0.97
1981   08   24   24     11.99      5.04      4.44      1.03
1981   08   25   24      0.00      5.99      5.72      1.09
1981   08   26   24      0.00      7.67      6.34      0.97
1981   08   27   24      0.00      9.25      5.76      0.85
1981   08   28   24      0.00      7.64      6.42      0.79
1981   08   29   24      0.00      7.22      6.00      0.79
1981   08   30   24      0.00     10.60      5.49      0.79
1981   08   31   24      9.27      7.72      4.35      0.79
1981   09   01   24      0.00      5.93      6.00      0.73
1981   09   02   24      9.16      8.68      4.24      0.91
1981   09   03   24      0.00      5.46      5.46      1.09
1981   09   04   24      0.00      6.42      5.67      0.85
1981   09   05   24      0.00      8.67      5.76      0.91
1981   09   06   24      0.00      6.55      3.31      1.09
1981   09   07   24      0.00      6.61      4.91      0.97
1981   09   08   24      0.00      3.19      4.97      1.03
1981   09   09   24      0.00      5.36      5.13      1.15
1981   09   10   24      0.00      4.26      4.52      1.21
1981   09   11   24      0.00      3.74      4.84      1.21
1981   09   12   24      0.00      5.36      5.11      1.09
1981   09   13   24      0.00      6.20      4.84      1.09
1981   09   14   24     23.16      3.52      3.60      1.09
1981   09   15   24      0.00      4.21      4.66      1.03
1981   09   16   24      0.00      5.43      4.35      0.97
1981   09   17   24      0.00      4.51      4.77      0.91
1981   09   18   24      0.00      7.23      4.99      0.85
1981   09   19   24      0.00      7.28      4.75      0.79
1981   09   20   24      0.00      8.54      4.01      0.73
1981   09   21   24      0.00      6.64      4.00      0.79
1981   09   22   24      0.00      5.84      4.07      0.73
1981   09   23   24      0.00      5.92      4.24      0.73
1981   09   24   24      0.00      6.59      3.82      0.73
1981   09   25   24      0.00      4.36      3.63      0.67
1981   09   26   24      0.00      3.05      3.41      0.73
1981   09   27   24      0.00      6.39      3.95      0.67
1981   09   28   24      0.00      6.07      3.92      0.58
1981   09   29   24      0.00      7.53      3.73      0.51
1981   09   30   24      0.00      3.70      3.28      0.48
1981   10   01   24      0.00      3.08      3.54      0.48
1981   10   02   24      3.00      5.00      2.86      0.45
1981   10   03   24      6.00      5.67      2.49      0.46
1981   10   04   24     12.00     -0.33      1.37      0.52
1981   10   05   24      6.49      1.01      1.51      0.50
1981   10   06   24      0.00      1.24      2.89      0.52
1981   10   07   24      0.00      3.18      2.98      0.50
1981   10   08   24      0.00      2.00      2.55      0.50
1981   10   09   24      0.00     -0.22      1.76      0.50
1981   10   10   24      0.00      1.46      2.63      0.48
1981   10   11   24     13.28      3.34      2.30      0.44
1981   10   12   24      8.49      2.31      1.84      0.52
1981   10   13   24      6.13      0.01      1.77      0.56
1981   10   14   24      0.00      1.96      2.48      0.52
1981   10   15   24      6.33     -0.50      1.65      0.48
1981   10   16   24      9.04     -1.52      1.56      0.44
1981   10   17   24      4.48     -4.02      0.90      0.44
1981   10   18   24      0.00     -1.29      1.92      0.48
1981   10   19   24      0.00     -0.02      1.99      0.48
1981   10   20   24      0.00      1.38      1.91      0.44
1981   10   21   24      0.00     -2.25      1.96      0.39
1981   10   22   24      0.00     -2.50      1.91      0.39
1981   10   23   24      0.00     -3.92      1.81      0.37
1981   10   24   24     18.28     -0.42      1.53      0.37
1981   10   25   24      0.00     -9.04      1.47      0.37
1981   10   26   24      0.00     -1.96      1.64      0.37
1981   10   27   24      0.00      0.58      1.82      0.37
1981   10   28   24      0.00      2.49      1.73      0.37
1981   10   29   24     10.49     -1.85      1.37      0.37
1981   10   30   24      8.24     -8.10      0.81      0.37
1981   10   31   24      0.00     -8.29      0.91      0.37
1981   11   01   24      0.00     -7.18      1.26      0.37
1981   11   02   24      0.00     -3.89      1.38      0.37
1981   11   03   24      0.00     -3.33      1.36      0.37
1981   11   04   24      0.00     -1.60      1.37      0.37
1981   11   05   24      0.00     -5.24      1.22      0.35
1981   11   06   24      0.00      0.22      1.36      0.35
1981   11   07   24      7.48     -1.93      1.11      0.35
1981   11   08   24      0.00     -4.48      1.07      0.35
1981   11   09   24      0.00     -3.85      1.08      0.34
1981   11   10   24      0.00     -4.13      1.08      0.33
1981   11   11   24      0.00     -5.45      1.01      0.32
1981   11   12   24      0.00     -3.28      1.04      0.30
1981   11   13   24      0.00      0.50      1.13      0.30
1981   11   14   24      9.16      1.33      1.02      0.30
1981   11   15   24      0.00      0.41      1.00      0.30
1981   11   16   24      0.00      4.18      1.07      0.30
1981   11   17   24      5.00      1.10      0.97      0.30
1981   11   18   24     10.90     -2.92      0.84      0.30
1981   11   19   24      8.00     -9.95      0.53      0.30
1981   11   20   24      6.66     -9.23      0.68      0.30
1981   11   21   24      5.50     -5.05      0.65      0.30
1981   11   22   24     14.71     -4.54      0.69      0.30
1981   11   23   24      9.28     -6.48      0.63      0.30
1981   11   24   24      0.00      0.25      0.86      0.30
1981   11   25   24      0.00      0.62      0.83      0.30
1981   11   26   24      0.00    -10.69      0.60      0.30
1981   11   27   24      6.00    -11.62      0.54      0.30
1981   11   28   24      4.49     -7.35      0.61      0.30
1981   11   29   24      0.00     -8.92      0.59      0.30
1981   11   30   24     10.50    -12.08      0.51      0.30
1981   12   01   24      9.67    -19.71      0.37      0.30
1981   12   02   24      7.92    -12.25      0.49      0.30
1981   12   03   24      0.00     -8.58      0.55      0.30
1981   12   04   24      0.00     -4.14      0.56      0.30
1981   12   05   24      0.00     -4.36      0.54      0.30
1981   12   06   24      0.00     -2.31      0.64      0.30
1981   12   07   24      0.00     -1.80      0.62      0.30
1981   12   08   24      0.00     -1.33      0.56      0.30
1981   12   09   24      0.00     -0.11      0.44      0.30
1981   12   10   24      0.00     -0.82      0.66      0.30
1981   12   11   24      0.00     -4.67      0.59      0.30
1981   12   12   24      0.00     -8.93      0.48      0.30
1981   12   13   24      9.21     -6.76      0.52      0.30
1981   12   14   24      7.55     -9.97      0.49      0.30
1981   12   15   24     22.15     -6.11      0.56      0.30
1981   12   16   24     12.20     -9.02      0.49      0.30
1981   12   17   24      7.88    -18.14      0.36      0.30
1981   12   18   24      0.00     -9.53      0.41      0.30
1981   12   19   24      8.30     -5.91      0.54      0.30
1981   12   20   24     11.87     -2.56      0.63      0.30
1981   12   21   24     12.55     -6.93      0.53      0.32
1981   12   22   24      7.75    -13.27      0.43      0.32
1981   12   23   24      5.25    -18.53      0.36      0.32
1981   12   24   24      0.00    -20.34      0.36      0.32
1981   12   25   24      7.30    -13.64      0.42      0.32
1981   12   26   24     14.71    -18.23      0.36      0.32
1981   12   27   24     12.24    -15.40      0.40      0.32
1981   12   28   24      8.91    -17.63      0.34      0.32
1981   12   29   24     10.50    -11.81      0.46      0.32
1981   12   30   24     21.15     -6.12      0.56      0.32
1981   12   31   24     11.61    -14.21      0.43      0.32
1982   01   01   24      9.40    -10.98      0.47      0.32
1982   01   02   24      0.00    -16.70      0.41      0.35
1982   01   03   24      6.75    -19.10      0.38      0.35
1982   01   04   24      7.87    -18.70      0.39      0.35
1982   01   05   24     20.50    -11.38      0.49      0.35
1982   01   06   24      0.00    -13.78      0.48      0.35
1982   01   07   24      0.00    -21.13      0.39      0.35
1982   01   08   24      0.00    -15.84      0.46      0.35
1982   01   09   24      4.00     -7.02      0.61      0.35
1982   01   10   24      0.00     -9.82      0.58      0.35
1982   01   11   24      7.00     -6.69      0.63      0.35
1982   01   12   24      0.00    -11.97      0.57      0.35
1982   01   13   24      6.75    -14.38      0.50      0.35
1982   01   14   24      7.41    -10.46      0.52      0.35
1982   01   15   24      9.87    -13.20      0.43      0.35
1982   01   16   24      6.55    -10.59      0.53      0.35
1982   01   17   24      0.00     -3.87      0.72      0.35
1982   01   18   24      9.55     -7.39      0.65      0.35
1982   01   19   24     13.99     -7.47      0.65      0.35
1982   01   20   24      8.55     -8.55      0.69      0.35
1982   01   21   24      8.91    -12.37      0.64      0.35
1982   01   22   24      0.00     -8.78      0.81      0.35
1982   01   23   24      0.00    -15.05      0.65      0.35
1982   01   24   24     20.40     -7.30      0.69      0.37
1982   01   25   24      0.00     -6.94      0.86      0.37
1982   01   26   24      0.00     -3.39      0.77      0.37
1982   01   27   24      0.00     -7.45      0.96      0.35
1982   01   28   24      0.00     -9.31      0.91      0.35
1982   01   29   24      0.00     -5.57      1.06      0.30
1982   01   30   24      0.00    -14.19      0.87      0.30
1982   01   31   24      7.08    -10.57      0.61      0.27
1982   02   01   24      6.75    -16.77      0.68      0.27
1982   02   02   24      0.00    -19.37      0.81      0.27
1982   02   03   24      0.00    -21.80      0.75      0.27
1982   02   04   24      8.67    -18.29      0.72      0.27
1982   02   05   24      0.00    -24.27      0.74      0.25
1982   02   06   24      0.00    -19.18      0.88      0.22
1982   02   07   24      0.00    -13.70      1.08      0.22
1982   02   08   24      0.00    -15.19      1.06      0.22
1982   02   09   24      9.21    -17.80      0.86      0.20
1982   02   10   24      0.00    -12.16      0.97      0.20
1982   02   11   24      0.00    -13.41      1.11      0.20
1982   02   12   24      0.00    -11.86      1.33      0.20
1982   02   13   24      0.00     -6.50      1.54      0.18
1982   02   14   24      0.00     -3.50      0.94      0.18
1982   02   15   24      0.00     -4.18      0.79      0.18
1982   02   16   24      0.00     -2.45      0.85      0.18
1982   02   17   24      0.00     -5.61      1.32      0.15
1982   02   18   24      0.00    -11.96      1.50      0.15
1982   02   19   24      0.00     -8.03      1.76      0.15
1982   02   20   24      0.00     -4.73      1.85      0.15
1982   02   21   24      0.00     -1.54      2.10      0.13
1982   02   22   24      0.00     -3.00      2.13      0.13
1982   02   23   24      0.00     -4.16      2.06      0.13
1982   02   24   24      0.00     -6.61      1.86      0.12
1982   02   25   24      0.00     -7.78      1.99      0.12
1982   02   26   24      0.00     -8.02      2.08      0.12
1982   02   27   24      8.64     -5.69      1.38      0.12
1982   02   28   24      0.00     -4.01      1.16      0.12
1982   03   01   24      0.00     -4.29      2.01      0.12
1982   03   02   24     14.79     -0.92      1.08      0.12
1982   03   03   24      0.00     -3.98      1.76      0.12
1982   03   04   24      5.64    -10.83      1.60      0.11
1982   03   05   24      0.00    -14.23      1.93      0.11
1982   03   06   24      0.00    -15.85      1.74      0.11
1982   03   07   24     14.40    -10.77      1.00      0.12
1982   03   08   24      0.00     -7.35      2.37      0.12
1982   03   09   24     10.63     -4.08      1.14      0.12
1982   03   10   24      0.00     -4.95      1.55      0.13
1982   03   11   24     18.39     -1.17      2.10      0.13
1982   03   12   24      9.25     -8.23      2.25      0.13
1982   03   13   24      0.00     -3.45      3.17      0.14
1982   03   14   24      0.00     -5.11      3.25      0.15
1982   03   15   24      8.91     -3.56      2.25      0.15
1982   03   16   24      7.67     -5.14      1.83      0.15
1982   03   17   24      0.00     -5.58      2.43      0.15
1982   03   18   24      0.00     -7.19      3.18      0.13
