Newman et al. (2015, HESS) daily data - PREC and TEMP: DAYMET - PET: Priestly-Taylor
1.0000000    ! dt in "days" (all data in mm/day)
YYYY   MM   DD   HH      PREC    POT_ET     OBS_Q      TEMP
1984   12   06   24      5.52      0.67      4.35      3.83
1984   12   07   24      0.00      0.87      3.84      2.54
1984   12   08   24      0.00      0.96      3.71      5.75
1984   12   09   24      0.00      1.14      3.61     11.49
1984   12   10   24      0.00      1.32      3.46     16.30
1984   12   11   24      0.00      1.26      3.40     14.72
1984   12   12   24      0.00      1.33      3.18     16.10
1984   12   13   24      0.00      1.23      2.42     20.43
1984   12   14   24      2.88      1.07      1.59     20.56
1984   12   15   24      0.00      1.38      1.08     21.27
1984   12   16   24      0.00      1.32      0.88     21.16
1984   12   17   24      6.05      1.07      0.81     20.44
1984   12   18   24      0.00      1.46      0.82     19.47
1984   12   19   24      0.00      1.41      0.94     18.94
1984   12   20   24      0.00      1.36      1.03     19.30
1984   12   21   24      0.00      1.32      0.95     20.34
1984   12   22   24      0.00      1.38      0.81     17.34
1984   12   23   24      0.00      1.23      0.69     13.86
1984   12   24   24      0.04      1.24      0.62     14.23
1984   12   25   24      0.00      1.31      0.55     15.40
1984   12   26   24      0.00      0.98      0.49      9.27
1984   12   27   24      0.00      1.26      0.45     14.02
1984   12   28   24      0.00      1.49      0.42     20.30
1984   12   29   24      0.81      1.42      0.39     21.34
1984   12   30   24      0.43      1.46      0.38     22.45
1984   12   31   24      0.62      1.44      0.37     21.90
1985   01   01   24     12.92      1.17      0.42     14.77
1985   01   02   24      5.26      0.92      0.67      7.79
1985   01   03   24      7.10      0.62      1.08      0.84
1985   01   04   24      0.00      0.75      1.41      0.55
1985   01   05   24      0.00      0.89      1.49      2.96
1985   01   06   24      0.00      1.00      1.43      5.48
1985   01   07   24      0.00      1.09      1.31      7.82
1985   01   08   24      0.00      1.11      1.11      8.23
1985   01   09   24      0.00      1.16      0.90      9.19
1985   01   10   24      3.65      1.06      0.75     10.35
1985   01   11   24      0.00      1.08      0.62      7.99
1985   01   12   24      0.00      0.80      0.52      1.93
1985   01   13   24      0.06      0.63      0.46     -0.11
1985   01   14   24      2.78      0.63      0.42      0.91
1985   01   15   24      0.00      1.09      0.39      5.30
1985   01   16   24      4.70      1.05      0.38      6.42
1985   01   17   24     18.74      0.92      0.51      7.59
1985   01   18   24      0.00      1.13      0.72      5.61
1985   01   19   24      0.00      1.29      1.04      8.99
1985   01   20   24      0.00      1.16      1.28      6.07
1985   01   21   24      0.00      0.72      1.35     -6.38
1985   01   22   24      0.00      0.89      1.23     -2.79
1985   01   23   24      0.00      1.09      0.97      2.09
1985   01   24   24      1.98      1.03      0.75      5.76
1985   01   25   24      0.00      1.35      0.58      8.84
1985   01   26   24      0.00      1.37      0.48      7.98
1985   01   27   24      7.59      1.04      0.49      4.70
1985   01   28   24     19.97      1.12      1.11      7.83
1985   01   29   24      0.00      0.99      1.71      3.09
1985   01   30   24      0.75      1.39      1.99      8.04
1985   01   31   24      2.19      1.57      2.31     13.70
1985   02   01   24      4.97      1.03      2.55      1.81
1985   02   02   24      4.59      0.61      2.57     -4.68
1985   02   03   24      0.00      0.96      2.31     -2.69
1985   02   04   24      0.00      0.91      1.99     -2.23
1985   02   05   24     10.50      0.93      2.16      1.73
1985   02   06   24      0.00      1.05      2.12      3.42
1985   02   07   24      0.00      1.42      1.99      4.31
1985   02   08   24      0.00      1.31      1.93      1.96
1985   02   09   24      0.00      1.65      1.72      6.33
1985   02   10   24      0.00      1.97      1.44     11.92
1985   02   11   24     51.23      1.56      3.14      9.57
1985   02   12   24      0.00      1.44      4.39      3.96
1985   02   13   24      0.00      1.68      4.86      5.44
1985   02   14   24      0.00      1.86      5.98      8.48
1985   02   15   24      0.00      1.70      7.26      6.08
1985   02   16   24      0.00      1.71      8.47      5.28
1985   02   17   24      0.00      1.96      7.70      8.84
1985   02   18   24      0.00      2.23      5.90     13.07
1985   02   19   24      0.00      2.30      4.12     13.80
1985   02   20   24      0.00      2.26      2.46     13.79
1985   02   21   24      0.00      2.42      1.35     16.05
1985   02   22   24      0.00      2.29      0.92     20.31
1985   02   23   24     18.24      1.27      0.95     20.40
1985   02   24   24     79.19      1.83      6.01     16.30
1985   02   25   24     25.26      1.32      8.47     11.03
1985   02   26   24      1.63      1.75     15.11     11.61
1985   02   27   24      5.88      1.77     22.32     14.05
1985   02   28   24      6.09      1.64     16.42     10.42
1985   03   01   24     27.47      1.88     12.33     12.38
1985   03   02   24      0.00      2.46     10.38     16.32
1985   03   03   24      0.00      2.81      9.06     18.41
1985   03   04   24      0.19      2.82      8.32     20.14
1985   03   05   24      2.81      2.44      7.92     14.50
1985   03   06   24      0.00      2.60      7.58     12.27
1985   03   07   24      0.00      2.88      6.49     13.73
1985   03   08   24      0.00      3.16      5.11     17.82
1985   03   09   24      0.00      3.19      3.80     20.39
1985   03   10   24      0.00      3.38      2.44     19.71
1985   03   11   24      0.00      3.33      1.52     21.25
1985   03   12   24      0.03      2.82      1.06     20.81
1985   03   13   24      0.15      2.97      0.86     16.10
1985   03   14   24      0.00      3.52      0.76     20.30
1985   03   15   24      0.02      2.22      0.69     12.90
1985   03   16   24      0.99      2.71      0.63     14.97
1985   03   17   24      0.15      3.14      0.57     15.66
1985   03   18   24      0.00      3.34      0.52     12.90
1985   03   19   24      0.00      3.39      0.47     13.31
1985   03   20   24     16.45      2.66      0.49     16.48
1985   03   21   24     33.17      1.79      0.87     15.56
1985   03   22   24      0.25      2.80      1.20     13.54
1985   03   23   24      0.00      3.48      1.57     15.50
1985   03   24   24      0.00      3.86      2.12     16.19
1985   03   25   24      0.00      3.98      2.80     17.58
1985   03   26   24      0.00      4.04      3.95     17.99
1985   03   27   24     19.27      2.83      4.75     20.16
1985   03   28   24      1.59      2.94      3.99     21.72
1985   03   29   24      0.00      2.95      2.87     23.52
1985   03   30   24      0.00      3.16      2.23     22.48
1985   03   31   24      9.87      3.19      1.91     15.82
1985   04   01   24      0.00      3.52      1.72     11.90
1985   04   02   24      1.68      3.80      1.30     15.27
1985   04   03   24      0.00      3.74      0.93     15.91
1985   04   04   24      0.00      4.25      0.72     20.07
1985   04   05   24      0.00      3.72      0.61     21.26
1985   04   06   24      2.41      3.98      0.53     16.59
1985   04   07   24      0.00      4.27      0.43     17.95
1985   04   08   24      0.00      4.23      0.37     18.06
1985   04   09   24      0.00      3.98      0.32     14.27
1985   04   10   24      0.00      4.03      0.30     14.46
1985   04   11   24      1.93      3.92      0.27     17.46
1985   04   12   24      1.25      3.35      0.25     18.25
1985   04   13   24      0.00      3.93      0.23     19.61
1985   04   14   24      1.40      3.89      0.23     20.73
1985   04   15   24      0.00      4.44      0.22     18.84
1985   04   16   24      0.00      4.75      0.21     20.87
1985   04   17   24      0.00      4.80      0.20     20.61
1985   04   18   24      0.00      4.67      0.19     22.59
1985   04   19   24      0.00      4.30      0.18     22.34
1985   04   20   24      0.00      4.64      0.18     22.55
1985   04   21   24      3.03      3.32      0.17     23.06
1985   04   22   24      5.25      3.24      0.17     22.80
1985   04   23   24      0.90      3.06      0.16     23.90
1985   04   24   24      9.78      3.60      0.16     22.77
1985   04   25   24      0.00      4.91      0.16     21.01
1985   04   26   24      7.77      3.27      0.17     23.43
1985   04   27   24     19.12      3.08      0.18     23.37
1985   04   28   24      9.22      2.96      0.18     24.00
1985   04   29   24      5.84      3.48      0.17     22.30
1985   04   30   24      0.00      4.74      0.18     23.60
1985   05   01   24      1.92      4.43      0.20     24.94
1985   05   02   24      0.00      5.03      0.22     22.62
1985   05   03   24      0.00      3.87      0.23     18.91
1985   05   04   24      0.00      4.92      0.22     17.77
1985   05   05   24      0.00      5.22      0.19     19.59
1985   05   06   24      0.00      5.21      0.17     22.05
1985   05   07   24      0.00      5.33      0.15     22.54
1985   05   08   24      0.00      5.09      0.14     23.70
1985   05   09   24      4.84      5.15      0.14     22.52
1985   05   10   24      0.00      5.35      0.13     22.02
1985   05   11   24      0.00      5.28      0.13     24.00
1985   05   12   24      0.00      5.13      0.13     25.41
1985   05   13   24      0.89      4.82      0.12     26.36
1985   05   14   24      8.44      3.87      0.14     24.69
1985   05   15   24     46.70      3.88      0.16     22.03
1985   05   16   24      0.00      5.65      0.16     21.59
1985   05   17   24      0.00      5.76      0.43     23.84
1985   05   18   24      0.00      5.42      0.78     21.45
1985   05   19   24      0.00      4.91      0.85     21.87
1985   05   20   24      0.00      5.51      0.60     21.77
1985   05   21   24      1.39      5.39      0.35     23.98
1985   05   22   24     25.95      4.03      0.26     22.07
1985   05   23   24      7.09      4.00      0.21     24.18
1985   05   24   24      3.11      4.45      0.24     22.16
1985   05   25   24      0.00      5.61      0.31     21.13
1985   05   26   24      0.00      5.71      0.47     23.38
1985   05   27   24      0.00      5.71      0.40     23.93
1985   05   28   24      0.00      5.40      0.27     24.12
1985   05   29   24      0.00      5.38      0.21     25.39
1985   05   30   24      0.00      5.19      0.17     26.35
1985   05   31   24      0.00      4.78      0.14     27.82
1985   06   01   24      0.00      5.29      0.12     28.50
1985   06   02   24      0.00      5.65      0.11     28.02
1985   06   03   24      0.00      5.77      0.11     27.05
1985   06   04   24      0.00      5.91      0.10     27.28
1985   06   05   24      0.00      5.95      0.09     27.69
1985   06   06   24      0.00      5.54      0.09     28.42
1985   06   07   24      0.00      5.77      0.09     27.62
1985   06   08   24      0.00      5.95      0.08     27.36
1985   06   09   24      0.00      6.09      0.08     28.26
1985   06   10   24      3.33      4.89      0.08     28.99
1985   06   11   24      2.08      5.03      0.08     27.71
1985   06   12   24      7.59      4.29      0.10     26.11
1985   06   13   24      0.00      5.82      0.08     22.89
1985   06   14   24      0.00      5.72      0.08     22.32
1985   06   15   24      0.00      5.90      0.08     24.84
1985   06   16   24      0.00      6.07      0.07     27.00
1985   06   17   24      0.00      5.76      0.07     29.00
1985   06   18   24      5.93      4.40      0.08     27.60
1985   06   19   24     22.35      3.08      0.09     23.20
1985   06   20   24      0.32      5.00      0.09     21.55
1985   06   21   24      0.00      5.25      0.08     24.77
1985   06   22   24      6.73      4.28      0.08     26.50
1985   06   23   24      1.02      5.25      0.08     26.46
1985   06   24   24      0.00      5.72      0.08     26.94
1985   06   25   24      0.00      5.74      0.07     27.04
1985   06   26   24      0.00      5.80      0.07     26.62
1985   06   27   24      0.00      5.81      0.07     27.32
1985   06   28   24      1.24      5.83      0.07     26.93
1985   06   29   24      0.00      5.93      0.07     24.05
1985   06   30   24      0.00      5.98      0.07     23.77
1985   07   01   24      0.00      6.00      0.06     26.27
1985   07   02   24      0.00      5.95      0.06     27.68
1985   07   03   24     16.80      4.67      0.07     26.63
1985   07   04   24     22.04      4.04      0.07     25.32
1985   07   05   24      2.78      4.26      0.07     23.76
1985   07   06   24      0.00      5.02      0.07     24.46
1985   07   07   24      0.00      5.46      0.11     26.23
1985   07   08   24      0.00      5.17      0.10     25.97
1985   07   09   24      0.00      5.36      0.08     27.84
1985   07   10   24      0.00      5.38      0.07     28.48
1985   07   11   24      4.97      4.94      0.07     28.36
1985   07   12   24      0.00      5.65      0.06     26.69
1985   07   13   24      0.00      5.78      0.06     27.93
1985   07   14   24      0.00      5.78      0.06     27.90
1985   07   15   24      0.00      5.66      0.06     28.00
1985   07   16   24      9.32      4.48      0.06     28.34
1985   07   17   24     27.60      4.41      0.06     27.93
1985   07   18   24      5.89      4.20      0.16     26.86
1985   07   19   24      0.00      5.45      0.26     27.46
1985   07   20   24     16.70      4.16      0.29     27.41
1985   07   21   24      6.14      3.92      0.21     26.62
1985   07   22   24      0.00      4.86      0.13     27.51
1985   07   23   24      0.00      5.28      0.12     27.57
1985   07   24   24      6.72      4.00      0.14     27.45
1985   07   25   24      0.00      5.41      0.19     28.02
1985   07   26   24      0.00      5.41      0.16     28.79
1985   07   27   24      0.00      5.41      0.15     28.66
1985   07   28   24      7.64      4.35      0.12     27.93
1985   07   29   24      0.00      5.50      0.09     27.69
1985   07   30   24      0.00      5.44      0.08     27.74
1985   07   31   24      0.00      5.51      0.07     28.96
1985   08   01   24      0.00      5.81      0.07     29.32
1985   08   02   24      0.00      5.84      0.07     29.79
1985   08   03   24     18.42      4.60      0.07     29.38
1985   08   04   24      0.00      5.29      0.06     27.77
1985   08   05   24      0.00      5.59      0.06     28.33
1985   08   06   24      0.00      5.43      0.06     28.49
1985   08   07   24      0.00      5.49      0.06     28.80
1985   08   08   24     18.69      4.51      0.09     27.49
1985   08   09   24      0.00      5.37      0.09     27.98
1985   08   10   24      0.00      5.42      0.09     29.09
1985   08   11   24      0.00      5.64      0.11     29.27
1985   08   12   24      0.00      5.77      0.09     28.68
1985   08   13   24      0.63      5.24      0.07     27.70
1985   08   14   24      6.71      3.94      0.07     27.52
1985   08   15   24     11.83      3.37      0.09     26.58
1985   08   16   24     53.92      2.08      0.30     23.68
1985   08   17   24      0.00      4.89      0.47     28.46
1985   08   18   24      0.00      5.04      0.52     29.20
1985   08   19   24      0.21      5.37      0.58     28.45
1985   08   20   24      0.00      4.92      0.54     29.44
1985   08   21   24      0.25      5.03      0.31     26.97
1985   08   22   24      0.00      5.07      0.18     27.04
1985   08   23   24      0.00      5.06      0.14     28.20
1985   08   24   24      0.00      5.00      0.13     28.62
1985   08   25   24      9.55      3.99      0.12     27.44
1985   08   26   24      0.56      5.14      0.11     25.90
1985   08   27   24      0.00      4.87      0.10     25.34
1985   08   28   24      0.00      4.88      0.10     26.27
1985   08   29   24      0.00      4.46      0.09     27.54
1985   08   30   24      0.00      4.63      0.09     26.87
1985   08   31   24      0.00      5.04      0.09     27.96
1985   09   01   24      0.00      5.20      0.09     29.47
1985   09   02   24      0.00      4.98      0.08     27.62
1985   09   03   24     76.63      3.13      0.10     26.30
1985   09   04   24      0.21      3.66      0.62     26.17
1985   09   05   24      1.04      4.02      2.27     27.92
1985   09   06   24      0.18      4.26      5.64     27.38
1985   09   07   24      0.11      4.38      6.30     28.17
1985   09   08   24      2.33      4.19      4.18     26.98
1985   09   09   24      8.73      3.40      1.91     27.57
1985   09   10   24     20.82      3.32      0.82     26.05
1985   09   11   24     11.83      3.22      0.74     25.52
1985   09   12   24      0.00      4.25      0.79     26.08
1985   09   13   24      0.00      4.30      0.74     26.55
1985   09   14   24      0.00      4.07      0.67     25.23
1985   09   15   24      0.00      3.20      0.43     22.45
1985   09   16   24      0.00      3.97      0.32     21.30
1985   09   17   24      0.00      4.03      0.25     23.02
1985   09   18   24      0.00      4.10      0.20     24.12
1985   09   19   24      0.00      4.23      0.17     23.80
1985   09   20   24      0.00      4.22      0.16     23.39
1985   09   21   24      0.00      4.14      0.14     24.31
1985   09   22   24      0.00      4.18      0.13     24.50
1985   09   23   24      0.00      3.92      0.12     25.22
1985   09   24   24      1.10      3.93      0.12     24.38
1985   09   25   24      0.00      3.30      0.11     21.51
1985   09   26   24     34.45      3.19      0.11     23.09
1985   09   27   24      0.00      3.49      0.11     17.18
1985   09   28   24      0.00      3.40      0.11     17.54
1985   09   29   24      0.00      3.54      0.11     20.74
1985   09   30   24     38.69      2.79      0.19     21.32
1985   10   01   24      2.40      1.79      0.28     13.93
1985   10   02   24      0.00      2.82      0.47     14.25
1985   10   03   24      0.00      3.06      0.62     15.60
1985   10   04   24      0.00      3.29      0.59     18.58
1985   10   05   24      0.00      3.29      0.53     18.97
1985   10   06   24      0.00      2.79      0.42     13.46
1985   10   07   24      0.00      2.83      0.32     14.86
1985   10   08   24      0.00      2.95      0.24     17.01
1985   10   09   24      0.00      3.11      0.17     21.33
1985   10   10   24      0.00      2.48      0.14     23.74
1985   10   11   24      0.00      2.89      0.13     23.16
1985   10   12   24      0.00      2.82      0.12     24.28
1985   10   13   24      0.00      2.70      0.11     25.05
1985   10   14   24     17.13      2.14      0.11     25.41
1985   10   15   24     35.29      2.07      0.11     24.50
1985   10   16   24      6.05      1.45      0.13     21.54
1985   10   17   24      0.00      1.71      0.51     22.05
1985   10   18   24      0.00      2.34      0.97     25.19
1985   10   19   24     13.89      1.90      1.01     25.87
1985   10   20   24     28.78      1.76      1.23     23.64
1985   10   21   24      4.39      1.95      1.42     22.99
1985   10   22   24      9.94      1.74      1.99     23.41
1985   10   23   24      5.72      1.66      3.06     22.78
1985   10   24   24     26.68      1.68      5.05     21.84
1985   10   25   24      0.00      2.28      5.77     23.01
1985   10   26   24      2.36      1.89      4.94     21.07
1985   10   27   24     18.12      1.26      4.48     19.28
1985   10   28   24     84.69      1.14      9.06     18.11
1985   10   29   24     42.29      1.23     19.48     19.38
1985   10   30   24     65.90      1.41     34.61     17.21
1985   10   31   24     18.11      1.10     46.14     13.94
1985   11   01   24      0.00      1.48     41.42     12.52
1985   11   02   24      4.43      1.68     26.29     16.38
1985   11   03   24      5.14      1.36     16.26     11.35
1985   11   04   24      0.00      1.85     11.14     11.64
1985   11   05   24      0.00      1.85      8.57     12.02
1985   11   06   24      0.00      1.89      6.85     13.46
1985   11   07   24      0.00      2.05      5.37     16.30
1985   11   08   24      0.00      1.84      4.07     13.31
1985   11   09   24      0.00      1.98      2.63     16.35
1985   11   10   24      0.00      2.03      1.49     22.01
1985   11   11   24      0.00      2.04      0.93     22.59
1985   11   12   24      0.74      1.87      0.68     20.30
1985   11   13   24      0.00      2.10      0.56     21.95
1985   11   14   24      0.00      2.01      0.50     21.05
1985   11   15   24      0.00      1.90      0.46     21.76
1985   11   16   24     14.48      1.69      0.45     19.91
1985   11   17   24      0.00      1.78      0.46     18.74
1985   11   18   24      0.00      1.98      0.45     22.61
1985   11   19   24      0.00      1.65      0.48     23.60
1985   11   20   24      0.00      1.82      0.49     18.71
1985   11   21   24      0.00      1.41      0.54     11.21
1985   11   22   24      0.00      1.43      0.57     12.10
1985   11   23   24      0.00      1.51      0.50     14.39
1985   11   24   24      3.26      1.53      0.42     18.18
1985   11   25   24     13.17      0.98      0.36     17.98
1985   11   26   24      0.00      1.62      0.34     21.83
1985   11   27   24      1.95      1.63      0.43     22.88
1985   11   28   24     23.41      1.31      1.06     16.11
1985   11   29   24      1.15      0.95      1.19      9.34
1985   11   30   24      0.06      1.11      1.03     11.73
1985   12   01   24     15.77      1.24      1.10     16.26
1985   12   02   24      0.00      1.04      1.25      5.78
1985   12   03   24      0.00      0.92      1.25      3.25
1985   12   04   24      0.00      1.04      1.37      6.55
1985   12   05   24      1.00      1.11      1.48      9.61
1985   12   06   24      0.00      1.10      1.54      8.41
1985   12   07   24      0.00      1.11      1.54      9.17
1985   12   08   24      0.00      1.18      1.41     10.74
1985   12   09   24      0.00      1.40      1.13     16.05
1985   12   10   24      0.00      1.45      0.81     17.47
1985   12   11   24     29.63      1.22      1.09     18.09
1985   12   12   24     44.35      1.05      3.48     11.68
1985   12   13   24     29.07      0.73      5.16      4.87
1985   12   14   24      0.00      0.73      6.60     -1.17
1985   12   15   24      0.00      0.78     12.03     -0.18
1985   12   16   24      0.00      0.86     15.77      2.35
1985   12   17   24      0.00      0.95     11.91      5.71
1985   12   18   24      0.00      0.98      9.02      6.54
1985   12   19   24      0.00      0.89      7.09      3.99
1985   12   20   24      0.00      0.90      5.54      4.26
1985   12   21   24      0.00      0.92      4.10      4.82
1985   12   22   24      0.00      1.01      2.59      7.66
1985   12   23   24      0.00      1.13      1.52     11.28
1985   12   24   24      0.00      1.05      1.04      9.48
1985   12   25   24      0.00      0.91      0.84      4.89
1985   12   26   24      0.00      0.71      0.73     -1.77
1985   12   27   24      7.40      0.83      0.67      4.71
1985   12   28   24      1.27      0.88      0.65      8.98
1985   12   29   24      0.00      1.02      0.66      7.77
1985   12   30   24      0.00      1.02      0.68      8.10
1985   12   31   24      0.05      1.12      0.69     10.82
1986   01   01   24      0.00      1.14      0.66     11.62
1986   01   02   24      0.00      0.93      0.63      6.75
1986   01   03   24      0.00      1.15      0.59     11.19
1986   01   04   24      0.00      1.16      0.54     11.58
1986   01   05   24      0.00      1.10      0.50      9.64
1986   01   06   24      0.00      0.90      0.46      3.33
1986   01   07   24      8.74      0.87      0.43      5.62
1986   01   08   24      0.00      0.91      0.42      4.21
1986   01   09   24      0.75      0.69      0.42      1.64
1986   01   10   24      7.23      0.65      0.44      3.58
1986   01   11   24      1.91      0.96      0.46      5.20
1986   01   12   24      0.00      1.08      0.49      6.72
1986   01   13   24      0.00      1.17      0.57      9.30
1986   01   14   24      0.00      1.12      0.58      7.23
1986   01   15   24      0.00      1.24      0.54     10.47
1986   01   16   24      0.00      1.31      0.50     11.44
1986   01   17   24      0.00      1.27      0.47     12.25
1986   01   18   24      0.24      1.10      0.43     13.73
1986   01   19   24      0.00      1.38      0.40     12.60
1986   01   20   24      0.00      1.38      0.38     11.43
1986   01   21   24      0.00      1.56      0.37     14.87
1986   01   22   24      0.47      1.61      0.36     17.08
1986   01   23   24      2.30      1.24      0.36      8.34
1986   01   24   24      0.00      1.25      0.35      7.71
1986   01   25   24     11.04      1.17      0.35     10.75
1986   01   26   24      0.00      1.34      0.35      9.77
1986   01   27   24      0.00      1.17      0.34      4.57
1986   01   28   24      0.00      0.99      0.38      1.67
1986   01   29   24      0.00      1.53      0.43     10.60
1986   01   30   24      0.00      1.74      0.45     15.28
1986   01   31   24      0.00      1.52      0.47     14.12
1986   02   01   24      0.00      1.63      0.44     16.37
1986   02   02   24      0.00      1.65      0.39     18.83
1986   02   03   24      0.00      1.63      0.35     19.21
1986   02   04   24     33.27      1.52      0.39     20.07
1986   02   05   24      3.26      1.55      0.64     17.26
1986   02   06   24     15.62      1.48      0.96     14.89
1986   02   07   24      0.00      1.70      1.41      9.94
1986   02   08   24      0.00      1.74      1.85     11.48
1986   02   09   24      0.00      1.52      2.36     10.32
1986   02   10   24      2.12      1.24      2.99      5.22
1986   02   11   24      4.11      0.78      3.71     -0.13
1986   02   12   24      0.00      1.02      4.05     -2.37
1986   02   13   24      0.00      1.40      3.39      1.60
1986   02   14   24      0.92      1.80      2.00      7.96
1986   02   15   24      0.53      2.06      1.17     11.72
1986   02   16   24      0.00      2.15      0.85     12.41
1986   02   17   24      0.00      2.38      0.69     20.29
1986   02   18   24      0.00      2.65      0.60     20.56
1986   02   19   24      0.00      2.62      0.53     20.52
1986   02   20   24      0.00      2.72      0.48     21.14
1986   02   21   24      0.00      2.83      0.44     19.88
1986   02   22   24      1.00      1.87      0.40     10.66
1986   02   23   24      0.00      2.11      0.37      8.52
1986   02   24   24      0.00      2.45      0.33     12.52
1986   02   25   24      0.00      2.59      0.31     13.96
1986   02   26   24      0.00      2.75      0.28     16.43
1986   02   27   24      0.00      3.00      0.26     19.21
1986   02   28   24      0.00      2.45      0.25     11.99
1986   03   01   24      0.00      1.86      0.23      2.84
1986   03   02   24      0.00      2.30      0.22      8.18
1986   03   03   24      0.00      2.83      0.21     15.88
1986   03   04   24      4.04      2.32      0.21     13.89
1986   03   05   24      0.00      2.64      0.20     11.34
1986   03   06   24      0.00      2.85      0.20     14.57
1986   03   07   24      0.00      2.73      0.19     11.80
1986   03   08   24      0.00      2.99      0.19     14.95
1986   03   09   24      0.00      3.07      0.18     17.84
1986   03   10   24      0.00      2.90      0.18     20.50
1986   03   11   24      0.00      3.04      0.17     22.53
1986   03   12   24     26.02      2.34      0.20     19.84
1986   03   13   24      2.65      2.07      0.23     15.61
1986   03   14   24      6.91      2.59      0.26     17.88
1986   03   15   24      0.00      3.03      0.42     16.09
1986   03   16   24      0.00      2.86      0.71     15.42
1986   03   17   24      0.00      3.46      0.86     17.62
1986   03   18   24      0.43      3.25      0.79     19.18
1986   03   19   24      1.82      3.04      0.65     17.66
1986   03   20   24      0.00      2.47      0.53     12.35
1986   03   21   24      0.00      2.72      0.42      8.36
1986   03   22   24      0.00      2.52      0.32      5.62
1986   03   23   24      0.00      2.88      0.26      8.62
1986   03   24   24      0.00      3.25      0.23     12.03
1986   03   25   24      0.00      3.37      0.20     13.46
1986   03   26   24      0.00      3.46      0.19     16.04
1986   03   27   24      0.00      3.50      0.18     16.80
1986   03   28   24      0.00      3.76      0.17     17.79
1986   03   29   24      0.00      3.82      0.16     17.25
1986   03   30   24      0.00      3.94      0.16     18.12
1986   03   31   24      0.00      3.79      0.16     18.01
1986   04   01   24      0.00      3.79      0.15     18.47
1986   04   02   24      0.00      3.69      0.15     20.68
1986   04   03   24      0.00      3.29      0.14     21.37
1986   04   04   24      0.00      2.46      0.14     21.86
1986   04   05   24      0.00      3.16      0.13     22.88
1986   04   06   24      0.34      2.74      0.13     22.92
1986   04   07   24      0.00      3.75      0.13     23.28
1986   04   08   24      0.00      3.95      0.13     23.95
1986   04   09   24      0.00      4.38      0.13     22.02
1986   04   10   24      0.00      3.17      0.13     16.65
1986   04   11   24      0.29      3.08      0.13     14.10
1986   04   12   24     21.83      2.57      0.13     17.52
1986   04   13   24      8.96      2.64      0.13     18.88
1986   04   14   24      0.00      3.79      0.13     22.12
1986   04   15   24      0.14      4.51      0.16     17.62
1986   04   16   24      0.00      4.35      0.18     16.32
1986   04   17   24      0.00      4.21      0.16     16.21
1986   04   18   24      0.00      4.11      0.15     18.41
1986   04   19   24      0.00      4.11      0.14     20.73
1986   04   20   24     38.16      2.28      0.17     17.82
1986   04   21   24      0.00      3.84      0.21     15.65
1986   04   22   24      0.00      4.33      0.42     15.16
1986   04   23   24      0.00      4.30      0.70     14.75
1986   04   24   24      0.00      4.57      0.75     17.40
1986   04   25   24      0.00      4.82      0.60     18.17
1986   04   26   24      0.00      4.83      0.40     19.88
1986   04   27   24      0.00      4.63      0.26     21.77
1986   04   28   24      9.30      3.51      0.19     21.30
1986   04   29   24      0.00      4.86      0.16     23.34
1986   04   30   24      0.00      4.93      0.14     23.50
1986   05   01   24      0.72      3.66      0.14     22.74
1986   05   02   24     21.68      3.23      0.38     21.70
1986   05   03   24      0.51      4.18      0.34     16.36
1986   05   04   24      0.00      4.99      0.21     17.34
1986   05   05   24      0.00      5.08      0.22     20.09
1986   05   06   24      0.00      4.54      0.23     23.40
1986   05   07   24      0.00      4.41      0.20     24.68
1986   05   08   24      0.00      4.92      0.18     25.02
1986   05   09   24      2.71      4.07      0.15     24.75
1986   05   10   24      0.00      5.08      0.13     25.26
1986   05   11   24      0.06      4.66      0.12     21.96
1986   05   12   24      0.00      5.13      0.11     24.09
1986   05   13   24      0.00      5.54      0.10     24.36
1986   05   14   24      0.00      5.55      0.10     24.96
1986   05   15   24      2.56      4.44      0.10     25.37
1986   05   16   24      1.30      4.03      0.10     23.43
1986   05   17   24      0.00      4.71      0.10     24.63
1986   05   18   24     17.62      4.04      0.09     21.99
1986   05   19   24      0.00      4.56      0.09     20.48
1986   05   20   24      0.00      5.04      0.09     18.57
1986   05   21   24      0.00      5.30      0.09     19.59
1986   05   22   24      0.00      5.44      0.09     21.77
1986   05   23   24      0.00      5.16      0.09     24.34
1986   05   24   24      0.00      5.28      0.09     26.86
1986   05   25   24     20.66      4.34      0.12     25.48
1986   05   26   24     26.19      3.80      0.24     24.21
1986   05   27   24      0.38      4.37      0.36     23.91
1986   05   28   24     14.64      3.59      0.28     23.96
1986   05   29   24      0.00      5.17      0.33     24.23
1986   05   30   24      4.32      4.98      0.41     25.42
1986   05   31   24     17.62      4.08      0.43     25.58
1986   06   01   24      2.22      4.29      0.61     24.62
1986   06   02   24      0.00      5.37      0.82     25.91
1986   06   03   24      0.92      5.16      0.93     27.21
1986   06   04   24     10.05      4.08      0.92     26.89
1986   06   05   24      6.68      3.77      0.67     25.93
1986   06   06   24     16.38      3.85      0.40     25.97
1986   06   07   24      7.46      4.13      0.33     26.56
1986   06   08   24     24.00      3.95      0.45     26.04
1986   06   09   24     19.48      2.99      0.88     24.72
1986   06   10   24      5.41      3.93      1.40     27.14
1986   06   11   24     10.43      4.33      2.16     27.62
1986   06   12   24      9.41      4.18      3.16     24.81
1986   06   13   24      0.00      6.19      4.26     25.87
